Day,Month,Year,Country,Location/Atoll,Protection Status,Duration of protection,Site,any other metadata,Depth,Family,Species,FID,Fish size,IP/TP (parrots),Group size,Pre-flight behaviour,post-flight,Observer,Structure (CI - average of site),Fishers,pop,km reef,fishers/km,pop/km,fishers/kmmpa,pop/kmmpa
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,340,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,340,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,340,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,340,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,340,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,500,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,500,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,500,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,400,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,360,30,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,360,30,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,420,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,470,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,470,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,600,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,600,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,600,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,600,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,600,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,600,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,400,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,650,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,650,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,650,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,650,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Chlorurus sordidus,650,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,260,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,260,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,280,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,350,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,350,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,320,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,320,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,460,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,460,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,520,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,520,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,360,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,480,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,490,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,360,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,360,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,420,10,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,360,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,360,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,400,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,400,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus dimidiatus,400,15,IP,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus niger,410,20,ADULT,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus niger,360,15,ADULT,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus niger,400,15,ADULT,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus niger,500,15,ADULT,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus niger,500,15,ADULT,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus niger,500,15,ADULT,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Scaridae,Scarus niger,400,10,ADULT,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Balistidae,Balistapus undulatus,720,10,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Balistidae,Balistapus undulatus,300,5,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Balistidae,Balistapus undulatus,470,15,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Balistidae,Balistapus undulatus,480,15,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Balistidae,Balistapus undulatus,620,15,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Balistidae,Balistapus undulatus,550,10,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Balistidae,Balistapus undulatus,530,10,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Balistidae,Balistapus undulatus,440,15,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Balistidae,Balistapus undulatus,530,10,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Balistidae,Balistapus undulatus,440,10,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Balistidae,Balistapus undulatus,660,15,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Balistidae,Balistapus undulatus,660,15,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Balistidae,Balistapus undulatus,320,5,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Balistidae,Balistapus undulatus,550,10,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Balistidae,Balistapus undulatus,420,10,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,500,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,500,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,500,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,500,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,500,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,500,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,500,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,660,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,660,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,660,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,660,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,660,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,520,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,520,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,520,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,520,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,520,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,520,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,520,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,620,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,620,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,620,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,620,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,620,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,620,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Lutjanidae,Lutjannus gibbus,620,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,5,Lutjanidae,Lutjannus gibbus,600,25,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,5,Lutjanidae,Lutjannus gibbus,600,25,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,5,Lutjanidae,Lutjannus gibbus,600,25,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,15,Lutjanidae,Lutjannus semicinctus,400,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,15,Lutjanidae,Lutjannus semicinctus,400,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,15,Lutjanidae,Lutjannus semicinctus,400,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,4,Lutjanidae,Lutjannus semicinctus,350,30,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Lutjanidae,Lutjannus semicinctus,590,25,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,12,Serranidae,Variola louti,400,25,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,8,Serranidae,Variola louti,400,35,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Serranidae,Variola louti,560,35,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
25,4,2009,PNG,Karkar Island,Fished,4,Muluk Fished,,3,Serranidae,Variola louti,560,35,,,,,DF,2.2,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,130,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
22,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,240,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,360,25,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,400,30,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,400,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,330,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,440,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,380,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,470,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,500,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,760,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,370,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,370,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,360,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,360,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,340,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,340,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,140,5,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,220,5,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,340,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,300,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,400,15,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,300,12,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,380,5,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Balistidae,Balistapus undulatus,380,10,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,420,35,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,420,30,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,620,30,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
23,4,2009,PNG,Karkar Island,Semi-protected,4,Muluk Tambu,,3,Lutjanidae,Lutjannus gibbus,620,30,,,,,DF,2.45,204,370,4.3,47.44186047,86.04651163,52.98701299,96.1038961
